Genome accession,Genus,Species,Strain,Replicon_1,Replicon_2,Replicon_3,Replicon_4,Replicon_5,Replicon_6,Replicon_7,Replicon_8,Replicon_9,Replicon_10,Replicon_11,Replicon_12,Replicon_13,Replicon_14,Replicon_15,Replicon_16,Replicon_17,Replicon_18,Replicon_19,Replicon_20,Replicon_21,Replicon_22,Replicon_23
GCF_002003305.1_ASM200330v1,Clostridium,saccharoperbutylacetonicum,N1-504,"29,55","33,38",,,,,,,,,,,,,,,,,,,,,
GCF_003606265.1_ASM360626v1,Clostridium,septicum,DSM_7534,"27,85","24,68",,,,,,,,,,,,,,,,,,,,,
GCF_023921145.1_ASM2392114v1,Clostridium,sp.,16K-1-R1,"28,36","25,66","25,66","25,45","24,78","23,22",,,,,,,,,,,,,,,,,
GCF_001886775.1_ASM188677v1,Clostridium,sporogenes,CDC_67071,"28,14","25,73",,,,,,,,,,,,,,,,,,,,,
GCF_002865785.1_ASM286578v1,Clostridium,sporogenes,AM1195,"28,08","25,43",,,,,,,,,,,,,,,,,,,,,
GCF_001735765.2_ASM173576v2,Clostridium,taeniosporum,1/k,"26,62","25,61","25,2","30,4",,,,,,,,,,,,,,,,,,,
GCF_000007625.1_ASM762v1,Clostridium,tetani,Massachusetts_substr._E88,"28,75","24,53",,,,,,,,,,,,,,,,,,,,,
GCF_000967115.2_CT1,Clostridium,tetani,12124569,"28,81","24,04",,,,,,,,,,,,,,,,,,,,,
GCF_001642655.1_ASM164265v1,Clostridium,tyrobutyricum,KCTC_5387,"31,08","27,6",,,,,,,,,,,,,,,,,,,,,
GCF_000832305.1_ASM83230v1,Cupriavidus,basilensis,4G11,"65,28","64,73",,,,,,,,,,,,,,,,,,,,,
GCF_008801925.2_ASM880192v2,Cupriavidus,basilensis,DSM_11853,"65,31","65,81","60,99","61,98","60,16","62,59","62,29","59,17",,,,,,,,,,,,,,,
GCF_008271425.1_ASM827142v1,Cupriavidus,campinensis,MJ1,"66,24","66,22","60,04",,,,,,,,,,,,,,,,,,,,
GCF_023547405.1_ASM2354740v1,Cupriavidus,campinensis,G5,"66,19","66,68",,,,,,,,,,,,,,,,,,,,,
GCF_001281465.1_ASM128146v1,Cupriavidus,gilardii,CR3,"67,4","67,81",,,,,,,,,,,,,,,,,,,,,
GCF_013347325.1_ASM1334732v1,Cupriavidus,gilardii,FDAARGOS_639,"67,33","67,62","68,73",,,,,,,,,,,,,,,,,,,,
GCF_023824295.1_ASM2382429v1,Cupriavidus,gilardii,QJ1,"67,46","67,46","61,96",,,,,,,,,,,,,,,,,,,,
GCF_001854325.1_ASM185432v1,Cupriavidus,malaysiensis,USMAA1020,"67,96","69,51","61,24",,,,,,,,,,,,,,,,,,,,
GCF_000196015.1_ASM19601v1,Cupriavidus,metallidurans,CH34,"63,82","63,6","60,13","60,5",,,,,,,,,,,,,,,,,,,
GCF_003260185.2_ASM326018v2,Cupriavidus,metallidurans,BS1,"63,68","63,62","60,39",,,,,,,,,,,,,,,,,,,,
GCF_009730455.1_ASM973045v1,Cupriavidus,metallidurans,FDAARGOS_675,"63,82","63,6","60,2","60,5",,,,,,,,,,,,,,,,,,,
GCF_018672515.1_ASM1867251v1,Cupriavidus,metallidurans,YL2,"63,85",64,,,,,,,,,,,,,,,,,,,,,
GCF_020149505.1_ASM2014950v1,Cupriavidus,metallidurans,ZM02,"63,95","63,9","61,35",,,,,,,,,,,,,,,,,,,,
GCF_000219215.1_ASM21921v1,Cupriavidus,necator,N-1,"66,49","66,68","61,39","62,86",,,,,,,,,,,,,,,,,,,
GCF_002011925.2_ASM201192v2,Cupriavidus,necator,NH9,"65,82","65,54","61,79","64,17",,,,,,,,,,,,,,,,,,,
GCF_016127575.1_ASM1612757v1,Cupriavidus,necator,FDAARGOS_1030,"66,47","66,78","62,3",,,,,,,,,,,,,,,,,,,,
GCF_016757775.1_ASM1675777v1,Cupriavidus,necator,C39.,"66,36","65,87","62,16",,,,,,,,,,,,,,,,,,,,
GCF_004768545.1_ASM476854v1,Cupriavidus,oxalaticus,X32,"66,54","67,53","62,65","60,18","59,15","64,51","65,44",,,,,,,,,,,,,,,,
GCF_008807855.1_ASM880785v1,Cupriavidus,oxalaticus,T2,"66,52","67,02","61,6",,,,,,,,,,,,,,,,,,,,
GCF_016894365.1_ASM1689436v1,Cupriavidus,oxalaticus,Ox1_mCherry,"66,56","67,31",,,,,,,,,,,,,,,,,,,,,
GCF_003854935.1_ASM385493v1,Cupriavidus,pauculus,FDAARGOS_614,"67,29","68,87","62,06","59,59",,,,,,,,,,,,,,,,,,,
GCF_008693385.1_ASM869338v1,Cupriavidus,pauculus,FDAARGOS_664,"66,29","66,37","59,94",,,,,,,,,,,,,,,,,,,,
GCF_019931045.1_ASM1993104v1,Cupriavidus,pauculus,FDAARGOS_1472,"63,58","64,52","60,67","59,77","60,05","63,23",,,,,,,,,,,,,,,,,
GCF_019602855.1_ASM1960285v1,Cupriavidus,pinatubonensis,HN-2,"64,59","64,95","60,93","61,49",,,,,,,,,,,,,,,,,,,
GCF_001854285.1_ASM185428v1,Cupriavidus,sp.,USMAHM13,"68,1","69,64","62,84",,,,,,,,,,,,,,,,,,,,
GCF_001854305.1_ASM185430v1,Cupriavidus,sp.,USMAA2-4,"67,73","69,02","63,04",,,,,,,,,,,,,,,,,,,,
GCF_018729255.1_ASM1872925v1,Cupriavidus,sp.,EM10,"65,48","65,7","59,3","61,21",,,,,,,,,,,,,,,,,,,
GCF_020618415.1_ASM2061841v1,Cupriavidus,sp.,MP-37,"67,49","67,89",,,,,,,,,,,,,,,,,,,,,
GCF_022406855.1_ASM2240685v1,Cupriavidus,taiwanensis,SWF66294,"67,43","67,85","59,74",,,,,,,,,,,,,,,,,,,,
GCF_003206515.1_ASM320651v1,Deinococcus,actinosclerus,SJTR,"70,72","71,69","67,72","62,71","62,14",,,,,,,,,,,,,,,,,,
GCF_000020685.1_ASM2068v1,Deinococcus,deserti,VCD115,"63,39","61,41","60,7","63,53",,,,,,,,,,,,,,,,,,,
GCF_003444775.1_ASM344477v1,Deinococcus,ficus,CC-FR2-10,"70,38","68,81","70,56","67,79","57,75",,,,,,,,,,,,,,,,,,
GCF_000196275.1_ASM19627v1,Deinococcus,geothermalis,DSM_11300,"66,64","65,7","66,65",,,,,,,,,,,,,,,,,,,,
GCF_000252445.1_ASM25244v1,Deinococcus,gobiensis,I-0,"70,8","69,81","63,89","62,97","60,44","61,87","54,72",,,,,,,,,,,,,,,,
GCF_000317835.1_ASM31783v1,Deinococcus,peraridilitoris,DSM_19664,"63,97","62,05","61,43",,,,,,,,,,,,,,,,,,,,
GCF_000190555.1_ASM19055v1,Deinococcus,proteolyticus,MRP,"66,16","66,47","61,43","66,14","59,21",,,,,,,,,,,,,,,,,,
GCF_003860465.1_ASM386046v1,Deinococcus,psychrotolerans,S14-83,"61,42","60,15","61,25","61,6","57,77","60,16","58,13",,,,,,,,,,,,,,,,
GCF_001638825.1_ASM163882v1,Deinococcus,radiodurans,R1,"67,07","66,77","62,98","56,55",,,,,,,,,,,,,,,,,,,
GCF_008329785.1_ASM832978v1,Deinococcus,radiodurans,R1_dM1,"67,07","66,64","63,2","56,24",,,,,,,,,,,,,,,,,,,
GCF_020546705.1_ASM2054670v1,Deinococcus,radiodurans,ATCC_13939_substr._S1,"67,07","66,4","63,2","56,27",,,,,,,,,,,,,,,,,,,
GCF_020889625.1_ASM2088962v1,Deinococcus,radiophilus,ATCC_27603,"62,8","62,42",63,"58,33","54,75","59,35","53,67",,,,,,,,,,,,,,,,
GCF_002953415.1_ASM295341v1,Deinococcus,sp.,NW-56,"70,15","67,94","68,27","69,34",,,,,,,,,,,,,,,,,,,
GCF_009017495.1_ASM901749v1,Deinococcus,sp.,AJ005,"64,17","64,17",60,"64,75","52,36",,,,,,,,,,,,,,,,,,
GCF_020229735.1_ASM2022973v1,Deinococcus,sp.,TS-293,"68,73","69,09","65,83","69,09","65,72","62,12",,,,,,,,,,,,,,,,,
GCF_022344005.1_ASM2234400v1,Deinococcus,sp.,KNUC1210,"64,45","60,46","63,83","64,33","64,54","63,37",61,"62,54","61,46","64,08","63,35",,,,,,,,,,,,
GCF_023370075.1_ASM2337007v1,Deinococcus,sp.,QL22,"62,33","60,33","61,84","61,03","60,82","60,72","60,03","62,29","57,23","59,98","55,67",,,,,,,,,,,,
GCF_003345215.1_ASM334521v1,Deinococcus,wulumuqiensis,NEB_479,"66,82","62,01","66,37","61,05","60,04","50,97","55,72",,,,,,,,,,,,,,,,
GCF_011067105.1_ASM1106710v1,Deinococcus,wulumuqiensis,R12,"66,61","66,53","61,09","60,22","58,76",,,,,,,,,,,,,,,,,,
GCF_000697965.2_ASM69796v2,Ensifer,adhaerens,Casida_A,"62,83","62,8","60,33",,,,,,,,,,,,,,,,,,,,
GCF_009883655.1_ASM988365v1,Ensifer,adhaerens,Corn53,"62,82","62,66","60,33",,,,,,,,,,,,,,,,,,,,
GCF_020035495.1_ASM2003549v1,Ensifer,adhaerens,W2-A,"62,42","60,99","59,1",,,,,,,,,,,,,,,,,,,,
GCF_020035515.1_ASM2003551v1,Ensifer,adhaerens,W2-B,"62,42","60,95","59,1",,,,,,,,,,,,,,,,,,,,
GCF_020405145.1_ASM2040514v1,Ensifer,adhaerens,E-60,"62,73",63,"60,69","59,72",,,,,,,,,,,,,,,,,,,
GCF_023821965.1_ASM2382196v1,Ensifer,adhaerens,M8,"62,92","62,67","59,99","59,25","59,86",,,,,,,,,,,,,,,,,,
GCF_008932245.1_ASM893224v1,Ensifer,alkalisoli,YIC4027,"62,57","62,28","59,34",,,,,,,,,,,,,,,,,,,,
GCF_013488225.1_ASM1348822v1,Ensifer,mexicanus,ITTG_R7,"61,8","61,62","58,57","60,21",,,,,,,,,,,,,,,,,,,
GCF_002288525.1_ASM228852v1,Ensifer,sojae,CCBAU_05684,"62,44","61,9","59,02",,,,,,,,,,,,,,,,,,,,
GCF_016919405.1_ASM1691940v1,Ensifer,sp.,PDNC004,"62,92","63,02","61,5",,,,,,,,,,,,,,,,,,,,
GCF_017488845.2_ASM1748884v2,Ensifer,sp.,T173,"61,75","61,24","60,08","58,62","58,36","57,99",,,,,,,,,,,,,,,,,
GCF_005347505.1_ASM534750v1,Enterococcus,avium,352,"38,98","35,54",,,,,,,,,,,,,,,,,,,,,
GCF_003641225.1_ASM364122v1,Enterococcus,casseliflavus,EC-369,"42,56","34,22",,,,,,,,,,,,,,,,,,,,,
GCF_009707345.1_ASM970734v1,Enterococcus,casseliflavus,EC291,"42,24","35,94","36,82","35,84",,,,,,,,,,,,,,,,,,,
GCF_014844215.1_ASM1484421v1,Enterococcus,casseliflavus,EGM182,"42,56","36,5","35,22","34,41",,,,,,,,,,,,,,,,,,,
GCF_016127635.1_ASM1612763v1,Enterococcus,casseliflavus,FDAARGOS_998,"42,59","36,32",,,,,,,,,,,,,,,,,,,,,
GCF_016727305.1_ASM1672730v1,Enterococcus,casseliflavus,FDAARGOS_1122,"42,56","36,05","34,04","37,16",,,,,,,,,,,,,,,,,,,
GCF_016727325.1_ASM1672732v1,Enterococcus,casseliflavus,FDAARGOS_1121,"42,58","35,85","34,23",,,,,,,,,,,,,,,,,,,,
GCF_016727345.1_ASM1672734v1,Enterococcus,casseliflavus,FDAARGOS_1120,"42,62","35,41","31,16",,,,,,,,,,,,,,,,,,,,
GCF_001267395.1_ASM126739v1,Enterococcus,durans,KLDS6.0933,"37,99","35,52","35,34",,,,,,,,,,,,,,,,,,,,
GCF_002277935.1_ASM227793v1,Enterococcus,durans,BDGP3,"38,05","32,95",,,,,,,,,,,,,,,,,,,,,
GCF_015999505.1_ASM1599950v1,Enterococcus,durans,KCTC_13289,"38,08","35,82","33,1","35,62",,,,,,,,,,,,,,,,,,,
GCF_023375285.1_ASM2337528v1,Enterococcus,durans,S8-3,"37,94","36,12","34,77",,,,,,,,,,,,,,,,,,,,
GCF_000007785.1_ASM778v1,Enterococcus,faecalis,V583,"37,53","34,41","33,9","33,32",,,,,,,,,,,,,,,,,,,
GCF_000281195.1_ASM28119v1,Enterococcus,faecalis,D32,"37,49","35,21","33,51",,,,,,,,,,,,,,,,,,,,
GCF_000391485.2_ASM39148v2,Enterococcus,faecalis,B594,"37,23","34,36","33,41",,,,,,,,,,,,,,,,,,,,
GCF_001989555.1_ASM198955v1,Enterococcus,faecalis,CLB21560,"37,23","34,34","34,44",,,,,,,,,,,,,,,,,,,,
GCF_002163735.1_ASM216373v1,Enterococcus,faecalis,sorialis,"37,45","32,94","35,11",,,,,,,,,,,,,,,,,,,,
GCF_003030425.1_ASM303042v1,Enterococcus,faecalis,FDAARGOS_324,"37,61","33,12","33,59","35,14",,,,,,,,,,,,,,,,,,,
GCF_003345275.1_ASM334527v1,Enterococcus,faecalis,TY1,"37,33","34,7","34,47",,,,,,,,,,,,,,,,,,,,
GCF_004332015.1_ASM433201v1,Enterococcus,faecalis,CVM_N48037F,"37,25","34,02","35,45","34,01",,,,,,,,,,,,,,,,,,,
GCF_004332035.1_ASM433203v1,Enterococcus,faecalis,CVM_N60443F,"37,72","34,03","34,33",,,,,,,,,,,,,,,,,,,,
GCF_005158025.1_ASM515802v1,Enterococcus,faecalis,FC,"37,41","34,64","34,38","35,46","34,32","35,61",,,,,,,,,,,,,,,,,
GCF_005979285.1_ASM597928v1,Enterococcus,faecalis,C25,"37,66","34,69","33,64",,,,,,,,,,,,,,,,,,,,
GCF_005979305.1_ASM597930v1,Enterococcus,faecalis,C54,"37,55","34,39",,,,,,,,,,,,,,,,,,,,,
GCF_006349345.1_ASM634934v1,Enterococcus,faecalis,HA-1,"37,46","33,73",,,,,,,,,,,,,,,,,,,,,
GCF_009498175.3_ASM949817v3,Enterococcus,faecalis,L8,"37,65","34,47","35,1",,,,,,,,,,,,,,,,,,,,
GCF_011193375.1_ASM1119337v1,Enterococcus,faecalis,ES-1,"37,61","35,13","34,01",,,,,,,,,,,,,,,,,,,,
GCF_013344605.1_ASM1334460v1,Enterococcus,faecalis,133170041-3,"37,46","33,73","33,98",,,,,,,,,,,,,,,,,,,,
GCF_014489455.1_ASM1448945v1,Enterococcus,faecalis,SF28073,"37,37","34,82","33,25","34,88",,,,,,,,,,,,,,,,,,,
GCF_014844235.1_ASM1484423v1,Enterococcus,faecalis,EGM183,"37,78","34,79",,,,,,,,,,,,,,,,,,,,,
GCF_015377745.1_ASM1537774v1,Enterococcus,faecalis,TK-P4B,"37,66","33,74","36,88","32,22",,,,,,,,,,,,,,,,,,,
GCF_016743895.1_ASM1674389v1,Enterococcus,faecalis,T90-1,"37,46","35,02",,,,,,,,,,,,,,,,,,,,,
GCF_016812095.1_ASM1681209v1,Enterococcus,faecalis,L11,"37,58","31,23","31,98",,,,,,,,,,,,,,,,,,,,
GCF_017280235.1_ASM1728023v1,Enterococcus,faecalis,L18,"37,59","33,8",,,,,,,,,,,,,,,,,,,,,
GCF_017639585.1_ASM1763958v1,Enterococcus,faecalis,EF-2001,"37,7","35,16","36,8",,,,,,,,,,,,,,,,,,,,
GCF_018517125.1_ASM1851712v1,Enterococcus,faecalis,18-243,"37,63","34,08","35,62",,,,,,,,,,,,,,,,,,,,
GCF_018986755.2_ASM1898675v2,Enterococcus,faecalis,1207/14,"37,19","34,99","34,03","34,53","34,96","36,53","37,79",,,,,,,,,,,,,,,,
GCF_019195415.1_ASM1919541v1,Enterococcus,faecalis,SY-1,"37,43","33,87",,,,,,,,,,,,,,,,,,,,,
GCF_019222705.1_ASM1922270v1,Enterococcus,faecalis,NS2,"37,83",35,,,,,,,,,,,,,,,,,,,,,
GCF_019774535.1_ASM1977453v1,Enterococcus,faecalis,E006-TC,"37,58","33,94",,,,,,,,,,,,,,,,,,,,,
GCF_019856595.1_ASM1985659v1,Enterococcus,faecalis,E006,"37,57","33,84","34,48",,,,,,,,,,,,,,,,,,,,
GCF_020616875.1_ASM2061687v1,Enterococcus,faecalis,EFS36,"37,36","34,6","34,29",,,,,,,,,,,,,,,,,,,,
GCF_020616935.1_ASM2061693v1,Enterococcus,faecalis,EFS108,"37,63","33,83","35,34","33,45","33,24","36,84",,,,,,,,,,,,,,,,,
GCF_020882035.1_ASM2088203v1,Enterococcus,faecalis,E512,"37,26","35,4",,,,,,,,,,,,,,,,,,,,,
GCF_020882055.1_ASM2088205v1,Enterococcus,faecalis,E512-TC2,"37,71","35,27",,,,,,,,,,,,,,,,,,,,,
GCF_020882075.1_ASM2088207v1,Enterococcus,faecalis,E509,"37,41","33,78","32,93","33,7",,,,,,,,,,,,,,,,,,,
GCF_020882115.1_ASM2088211v1,Enterococcus,faecalis,Fac74,"37,29","34,63",,,,,,,,,,,,,,,,,,,,,
GCF_021610105.1_ASM2161010v1,Enterococcus,faecalis,UK045,"37,2","34,46","33,55","33,25",,,,,,,,,,,,,,,,,,,
GCF_021655635.1_ASM2165563v1,Enterococcus,faecalis,K-4,"37,64","31,4","35,29",,,,,,,,,,,,,,,,,,,,
GCF_022212865.1_ASM2221286v1,Enterococcus,faecalis,143-1,"37,45",34,"32,51",,,,,,,,,,,,,,,,,,,,
GCF_022212905.1_ASM2221290v1,Enterococcus,faecalis,133-1,"37,47","34,68",35,,,,,,,,,,,,,,,,,,,,
GCF_022212925.1_ASM2221292v1,Enterococcus,faecalis,119-2,"37,44","32,37",,,,,,,,,,,,,,,,,,,,,
GCF_022212985.1_ASM2221298v1,Enterococcus,faecalis,59,"37,31","34,28","33,89",,,,,,,,,,,,,,,,,,,,
GCF_022213025.1_ASM2221302v1,Enterococcus,faecalis,2-1,"37,75","34,89",,,,,,,,,,,,,,,,,,,,,
GCF_022557275.1_ASM2255727v1,Enterococcus,faecalis,LJX_0909,"37,55","34,67","36,93","32,31",,,,,,,,,,,,,,,,,,,
GCF_022648285.1_ASM2264828v1,Enterococcus,faecalis,UAMS_EL56,"37,58","33,88","36,42","34,53",36,,,,,,,,,,,,,,,,,,
GCF_022691465.1_ASM2269146v1,Enterococcus,faecalis,VSE-WC032,"37,4","37,17",,,,,,,,,,,,,,,,,,,,,
GCF_022691485.1_ASM2269148v1,Enterococcus,faecalis,VRE-WC031,"37,51","36,2","33,22","35,1","37,17",,,,,,,,,,,,,,,,,,
GCF_022699585.1_ASM2269958v1,Enterococcus,faecalis,NY13321,"37,33","33,92",,,,,,,,,,,,,,,,,,,,,
GCF_022810805.1_ASM2281080v1,Enterococcus,faecalis,RF_1_1_25_1,"37,62","34,31","36,21",,,,,,,,,,,,,,,,,,,,
GCF_023299225.1_ASM2329922v1,Enterococcus,faecalis,AT49a,"37,7","34,95","38,37",,,,,,,,,,,,,,,,,,,,
GCF_023299425.1_ASM2329942v1,Enterococcus,faecalis,AT48,"37,7","35,01","34,21","34,63",,,,,,,,,,,,,,,,,,,
GCF_023299465.1_ASM2329946v1,Enterococcus,faecalis,LS05-1,"37,67","34,99",,,,,,,,,,,,,,,,,,,,,
GCF_023299485.1_ASM2329948v1,Enterococcus,faecalis,LS05-2,"37,63","32,98",,,,,,,,,,,,,,,,,,,,,
GCF_023299505.1_ASM2329950v1,Enterococcus,faecalis,AT40b,"37,62","35,36","34,25","32,95",,,,,,,,,,,,,,,,,,,
GCF_023299545.1_ASM2329954v1,Enterococcus,faecalis,AT09,"37,6","34,81","34,83",,,,,,,,,,,,,,,,,,,,
GCF_023299585.1_ASM2329958v1,Enterococcus,faecalis,AT40a,"37,71","34,7","34,72",,,,,,,,,,,,,,,,,,,,
GCF_023299625.1_ASM2329962v1,Enterococcus,faecalis,AT39,"37,76","34,56","34,86","32,82",,,,,,,,,,,,,,,,,,,
GCF_023299685.1_ASM2329968v1,Enterococcus,faecalis,AT22,"37,67","34,65","34,88",,,,,,,,,,,,,,,,,,,,
GCF_023299705.1_ASM2329970v1,Enterococcus,faecalis,AT34,"37,61","33,42",,,,,,,,,,,,,,,,,,,,,
GCF_023300025.1_ASM2330002v1,Enterococcus,faecalis,AT41,"37,71","34,2","34,58",,,,,,,,,,,,,,,,,,,,
GCF_023375265.1_ASM2337526v1,Enterococcus,faecalis,S39-4,"37,55","34,58","34,47",,,,,,,,,,,,,,,,,,,,
GCF_023375465.1_ASM2337546v1,Enterococcus,faecalis,661,"37,63","34,87","33,31","32,51",,,,,,,,,,,,,,,,,,,
GCF_023375485.1_ASM2337548v1,Enterococcus,faecalis,732,"37,47","34,21","36,65","37,66",,,,,,,,,,,,,,,,,,,
GCF_023375525.1_ASM2337552v1,Enterococcus,faecalis,705,"37,39","35,3",,,,,,,,,,,,,,,,,,,,,
GCF_023650735.1_ASM2365073v1,Enterococcus,faecalis,QZ076,"37,42","35,73","35,01","34,08","36,12",,,,,,,,,,,,,,,,,,
GCF_023702145.1_ASM2370214v1,Enterococcus,faecalis,CQ025,"37,46","34,37","35,01","34,56","36,04",,,,,,,,,,,,,,,,,,
GCF_906464865.1_WE0438,Enterococcus,faecalis,,"37,3","34,42",,,,,,,,,,,,,,,,,,,,,
GCF_906464875.1_BX8117,Enterococcus,faecalis,,"37,56",34,"33,03",,,,,,,,,,,,,,,,,,,,
GCF_906464895.1_WE0851,Enterococcus,faecalis,,"37,73","33,4","32,79","33,99","35,48","28,96","32,8","32,44","35,96",,,,,,,,,,,,,,
GCF_906464925.1_BX5936,Enterococcus,faecalis,,"37,59","34,79","34,93",,,,,,,,,,,,,,,,,,,,
GCF_000336405.1_ASM33640v1,Enterococcus,faecium,NRRL_B-2354,"38,03","35,98",,,,,,,,,,,,,,,,,,,,,
GCF_000737555.1_ASM73755v1,Enterococcus,faecium,T110,"38,47","35,77",,,,,,,,,,,,,,,,,,,,,
GCF_001412695.1_ASM141269v1,Enterococcus,faecium,UW7606x64/3_TC1,"38,28","35,73",,,,,,,,,,,,,,,,,,,,,
GCF_001518735.1_ASM151873v1,Enterococcus,faecium,6000000,"37,87","35,61","35,32",,,,,,,,,,,,,,,,,,,,
GCF_001587115.1_ASM158711v1,Enterococcus,faecium,UW8175,"38,3","35,68","35,13","31,74",,,,,,,,,,,,,,,,,,,
GCF_001635875.1_ASM163587v1,Enterococcus,faecium,E39,"38,07","35,41","35,78","35,54","36,01","30,7",,,,,,,,,,,,,,,,,
GCF_001720945.1_ASM172094v1,Enterococcus,faecium,ISMMS_VRE_1,"37,81","35,73","35,45","30,71","30,71","31,26",,,,,,,,,,,,,,,,,
GCF_001721065.1_ASM172106v1,Enterococcus,faecium,ISMMS_VRE_7,"38,04","35,21","33,78","35,63","35,87",,,,,,,,,,,,,,,,,,
GCF_001721905.1_ASM172190v1,Enterococcus,faecium,ISMMS_VRE_11,"38,03","35,51","36,31","34,96","30,07","29,79","35,94",,,,,,,,,,,,,,,,
GCF_001750885.1_ASM175088v1,Enterococcus,faecium,E745,"38,11","35,68","32,05","35,63","36,13","32,54","30,81",,,,,,,,,,,,,,,,
GCF_001886635.1_ASM188663v1,Enterococcus,faecium,E1,"37,98","35,11","34,2","33,98","34,19",,,,,,,,,,,,,,,,,,
GCF_001895905.1_ASM189590v1,Enterococcus,faecium,VRE001,"38,14","34,92","35,7","34,75",,,,,,,,,,,,,,,,,,,
GCF_001953235.1_ASM195323v1,Enterococcus,faecium,ISMMS_VRE_12,"38,06","35,31","35,19","30,67","36,88",,,,,,,,,,,,,,,,,,
GCF_002007625.1_ASM200762v1,Enterococcus,faecium,2014-VREF-41,"37,77","35,17","35,88","33,21","36,61",,,,,,,,,,,,,,,,,,
GCF_002024245.1_ASM202424v1,Enterococcus,faecium,,"37,99","33,68","34,86","35,44","35,86","33,19","33,35",,,,,,,,,,,,,,,,
GCF_002025045.1_ASM202504v1,Enterococcus,faecium,,"37,9","35,33","33,64","35,79",,,,,,,,,,,,,,,,,,,
GCF_002025065.1_ASM202506v1,Enterococcus,faecium,,"37,89","35,2","35,12","34,12",,,,,,,,,,,,,,,,,,,
GCF_002334625.1_ASM233462v1,Enterococcus,faecium,K60-39,"38,04","35,21","35,79","35,4","30,73",,,,,,,,,,,,,,,,,,
GCF_002442955.1_ASM244295v1,Enterococcus,faecium,A_020709_82,"38,14","35,66","34,03","34,83","36,33",,,,,,,,,,,,,,,,,,
GCF_002761255.1_ASM276125v1,Enterococcus,faecium,E240,"38,04","35,19","35,63","36,04","31,22",,,,,,,,,,,,,,,,,,
GCF_002831505.1_ASM283150v1,Enterococcus,faecium,LS170308,"38,12","35,3",,,,,,,,,,,,,,,,,,,,,
GCF_002848385.1_ASM284838v1,Enterococcus,faecium,SC4,"38,11","35,5","34,03",,,,,,,,,,,,,,,,,,,,
GCF_002848625.1_ASM284862v1,Enterococcus,faecium,Efaecium_ER03933.3A,"38,04","35,31","32,91","36,88",,,,,,,,,,,,,,,,,,,
GCF_002848645.1_ASM284864v1,Enterococcus,faecium,Efaecium_ER04120.3A,"38,04","35,31","35,81","32,91","36,88",,,,,,,,,,,,,,,,,,
GCF_002880635.1_ASM288063v1,Enterococcus,faecium,AALTL,"38,05","35,29","36,08",,,,,,,,,,,,,,,,,,,,
GCF_002973755.2_ASM297375v2,Enterococcus,faecium,15-307-1,"37,98","35,07","33,98","36,33","35,4","33,01","32,62","35,53",33,"36,21","36,89","37,74",,,,,,,,,,,
GCF_002983785.1_ASM298378v1,Enterococcus,faecium,FDAARGOS_323,"38,24","36,35",,,,,,,,,,,,,,,,,,,,,
GCF_003020685.1_ASM302068v1,Enterococcus,faecium,AUSMDU00004167,"37,97","35,22","35,9","35,7",,,,,,,,,,,,,,,,,,,
GCF_003020705.1_ASM302070v1,Enterococcus,faecium,AUSMDU00004055,"38,09","35,38","33,25","35,62","35,32","35,58",,,,,,,,,,,,,,,,,
GCF_003020725.1_ASM302072v1,Enterococcus,faecium,AUSMDU00004028,"38,21","35,41","35,4","31,39","35,52",,,,,,,,,,,,,,,,,,
GCF_003071425.1_ASM307142v1,Enterococcus,faecium,CFSAN059070,38,"35,39","35,05","38,91",,,,,,,,,,,,,,,,,,,
GCF_003574925.1_ASM357492v1,Enterococcus,faecium,HY07,"38,34","36,18","33,55",,,,,,,,,,,,,,,,,,,,
GCF_003667965.1_ASM366796v1,Enterococcus,faecium,JE1,"38,48","35,2",,,,,,,,,,,,,,,,,,,,,
GCF_004015145.1_ASM401514v1,Enterococcus,faecium,CBA7134,"38,49","35,95","38,89",,,,,,,,,,,,,,,,,,,,
GCF_004101385.1_ASM410138v1,Enterococcus,faecium,SRCM103341,"38,54","35,33","38,27",,,,,,,,,,,,,,,,,,,,
GCF_004103475.1_ASM410347v1,Enterococcus,faecium,SRCM103470,"38,33","35,34","39,09",,,,,,,,,,,,,,,,,,,,
GCF_004332055.1_ASM433205v1,Enterococcus,faecium,FSIS1608820,"38,1","34,05",,,,,,,,,,,,,,,,,,,,,
GCF_005166365.1_ASM516636v1,Enterococcus,faecium,NM213,"38,11","36,11","38,1","39,47","33,9","38,2",,,,,,,,,,,,,,,,,
GCF_005517315.1_ASM551731v1,Enterococcus,faecium,VB3025,"38,04","35,47","34,03",,,,,,,,,,,,,,,,,,,,
GCF_005576735.1_ASM557673v1,Enterococcus,faecium,VB3240,"37,99","35,4","39,16","37,08","38,95","39,02",,,,,,,,,,,,,,,,,
GCF_005886715.1_ASM588671v1,Enterococcus,faecium,UAMSEF_09,"38,1","35,67","33,54","36,09","36,93","34,64",,,,,,,,,,,,,,,,,
GCF_005952885.1_ASM595288v1,Enterococcus,faecium,HOU503,"38,16","35,46","35,39","31,27","36,88","37,97",,,,,,,,,,,,,,,,,
GCF_006007925.1_ASM600792v1,Enterococcus,faecium,VRE1,"38,1","35,75","34,37","35,5","37,79",,,,,,,,,,,,,,,,,,
GCF_006280355.1_ASM628035v1,Enterococcus,faecium,F17E0263,"38,13","35,91","35,63",,,,,,,,,,,,,,,,,,,,
