Superkingdom,Clade1,Clade2,Phylum,Class,Order,Family,No rank,Genome_Accession,Genus,Species,Strain,Chromosome,Replicon_1,Replicon_2,Replicon_3,Replicon_4,Replicon_5,Replicon_6,Replicon_7,Replicon_8,Replicon_9,Replicon_10,Replicon_11,Replicon_12,Replicon_13,Replicon_14,Replicon_15,Replicon_16,Replicon_17,Replicon_18,Replicon_19,Replicon_20,Replicon_21,Replicon_22,Total_length
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_003952865.1_ASM395286v1,Bacillus,licheniformis,PB3,4193958,,,,,,,,,,,,,,,,,,,,,,,4193958_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_004101525.1_ASM410152v1,Bacillus,licheniformis,SRCM103914,4231149,212467,27664,,,,,,,,,,,,,,,,,,,,,4471280_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_004103575.1_ASM410357v1,Bacillus,licheniformis,SRCM103529,4420863,96005,,,,,,,,,,,,,,,,,,,,,,4516868_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_004119755.1_ASM411975v1,Bacillus,licheniformis,SRCM103583,4419047,,,,,,,,,,,,,,,,,,,,,,,4419047_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_004119795.1_ASM411979v1,Bacillus,licheniformis,SRCM103608,4298206,,,,,,,,,,,,,,,,,,,,,,,4298206_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_004526275.1_ASM452627v1,Bacillus,licheniformis,MCC_2514,4230480,,,,,,,,,,,,,,,,,,,,,,,4230480_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_006094335.1_ASM609433v1,Bacillus,licheniformis,ATCC_14580,4239205,,,,,,,,,,,,,,,,,,,,,,,4239205_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_006494795.1_ASM649479v1,Bacillus,licheniformis,CSL2,4280457,,,,,,,,,,,,,,,,,,,,,,,4280457_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_006974025.1_ASM697402v1,Bacillus,licheniformis,TCCC_11148,4341076,,,,,,,,,,,,,,,,,,,,,,,4341076_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_007855455.1_ASM785545v1,Bacillus,licheniformis,KNU11,4201713,,,,,,,,,,,,,,,,,,,,,,,4201713_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_009662395.1_ASM966239v1,Bacillus,licheniformis,P8_B2,4343379,9150,,,,,,,,,,,,,,,,,,,,,,4352529_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_015689075.1_ASM1568907v1,Bacillus,licheniformis,LCDD6,4268296,,,,,,,,,,,,,,,,,,,,,,,4268296_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_016026835.1_ASM1602683v1,Bacillus,licheniformis,FDAARGOS_923,4534328,62183,37079,31335,28444,,,,,,,,,,,,,,,,,,,4693369_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_016126875.1_ASM1612687v1,Bacillus,licheniformis,H2,4180526,27165,24810,,,,,,,,,,,,,,,,,,,,,4232501_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_017338795.1_ASM1733879v1,Bacillus,licheniformis,CP6,4316909,,,,,,,,,,,,,,,,,,,,,,,4316909_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_021401425.1_ASM2140142v1,Bacillus,licheniformis,NWMCC0046,4321565,,,,,,,,,,,,,,,,,,,,,,,4321565_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_022630555.1_ASM2263055v1,Bacillus,licheniformis,DSM_13,4243588,,,,,,,,,,,,,,,,,,,,,,,4243588_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_022700915.1_ASM2270091v1,Bacillus,licheniformis,C5,4294269,,,,,,,,,,,,,,,,,,,,,,,4294269_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_902386215.1_UHGG_MGYG-HGUT-02357,Bacillus,licheniformis,,4208157,,,,,,,,,,,,,,,,,,,,,,,4208157_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000775975.1_ASM77597v1,Bacillus,mycoides,WSBC_10204,5608349,,,,,,,,,,,,,,,,,,,,,,,5608349_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000832605.1_ASM83260v1,Bacillus,mycoides,ATCC_6462,5255868,360889,10361,9935,,,,,,,,,,,,,,,,,,,,5637053_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_002104575.1_ASM210457v1,Bacillus,mycoides,Gnyt1,5597907,460379,114265,102550,82671,73408,64682,51563,10665,,,,,,,,,,,,,,,6558090_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_008274925.1_ASM827492v1,Bacillus,mycoides,BPN401,5369163,394614,50441,41246,37069,36372,10545,,,,,,,,,,,,,,,,,5939450_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018736705.1_ASM1873670v1,Bacillus,mycoides,BPN03/1,5010935,321896,210021,15401,11177,10858,9615,9219,3777,,,,,,,,,,,,,,,5602899_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018736725.1_ASM1873672v1,Bacillus,mycoides,BPN07/3,5145716,361734,232664,,,,,,,,,,,,,,,,,,,,,5740114_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018736745.1_ASM1873674v1,Bacillus,mycoides,BPN09/1,5340691,397298,249030,107498,10667,10279,10154,8741,,,,,,,,,,,,,,,,6134358_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018736765.1_ASM1873676v1,Bacillus,mycoides,BPN102,5093759,357042,231973,54371,10347,,,,,,,,,,,,,,,,,,,5747492_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018739305.1_ASM1873930v1,Bacillus,mycoides,BPN121,5243491,396505,63697,33318,7523,6900,,,,,,,,,,,,,,,,,,5751434_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018739365.1_ASM1873936v1,Bacillus,mycoides,BPN211,5265340,511214,33317,,,,,,,,,,,,,,,,,,,,,5809871_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018739385.1_ASM1873938v1,Bacillus,mycoides,BPN29/1,5642477,65061,9479,5263,2511,1865,1806,,,,,,,,,,,,,,,,,5728462_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018739445.1_ASM1873944v1,Bacillus,mycoides,BPN36/2,5347123,538903,14792,,,,,,,,,,,,,,,,,,,,,5900818_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018739485.1_ASM1873948v1,Bacillus,mycoides,BPN36/3,5215878,481187,,,,,,,,,,,,,,,,,,,,,,5697065_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018739505.1_ASM1873950v1,Bacillus,mycoides,BPN37/1,5322329,374906,225867,54449,51943,,,,,,,,,,,,,,,,,,,6029494_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018739525.1_ASM1873952v1,Bacillus,mycoides,BPN37/2,5490503,371005,77113,9322,8128,,,,,,,,,,,,,,,,,,,5956071_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018739545.1_ASM1873954v1,Bacillus,mycoides,BPN43/2,5205885,400360,75408,50285,9479,,,,,,,,,,,,,,,,,,,5741417_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018739625.1_ASM1873962v1,Bacillus,mycoides,BPN51/1,5281951,318875,123831,37113,9651,7927,,,,,,,,,,,,,,,,,,5779348_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018739645.1_ASM1873964v1,Bacillus,mycoides,BPN52/2,5266779,479471,52582,,,,,,,,,,,,,,,,,,,,,5798832_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018739665.1_ASM1873966v1,Bacillus,mycoides,BPN54/2,5208286,419002,232193,65006,11300,7631,7590,5420,,,,,,,,,,,,,,,,5956428_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018739685.1_ASM1873968v1,Bacillus,mycoides,BPN57/2,5067631,369824,92054,8597,8039,8013,,,,,,,,,,,,,,,,,,5554158_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018739705.1_ASM1873970v1,Bacillus,mycoides,JAS014,5146518,185643,10504,,,,,,,,,,,,,,,,,,,,,5342665_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018740945.1_ASM1874094v1,Bacillus,mycoides,BPN573,5281925,481041,,,,,,,,,,,,,,,,,,,,,,5762966_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018741005.1_ASM1874100v1,Bacillus,mycoides,BPN58/4,5248764,437823,211646,53401,,,,,,,,,,,,,,,,,,,,5951634_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018741085.1_ASM1874108v1,Bacillus,mycoides,BPN601,5245175,396394,63805,33322,7523,6900,,,,,,,,,,,,,,,,,,5753119_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018741145.1_ASM1874114v1,Bacillus,mycoides,JAS06/1,5361170,487389,87819,10379,2953,1832,1615,,,,,,,,,,,,,,,,,5953157_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018741165.1_ASM1874116v1,Bacillus,mycoides,JAS06/3,5348830,233674,207206,46669,19880,9480,,,,,,,,,,,,,,,,,,5865739_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018741465.1_ASM1874146v1,Bacillus,mycoides,JAS1004,5407642,506603,198488,77756,48337,36057,16651,13386,12044,11669,9638,,,,,,,,,,,,,6338271_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018741505.1_ASM1874150v1,Bacillus,mycoides,JAS12/5,5233313,205891,30759,11239,9412,,,,,,,,,,,,,,,,,,,5490614_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018741565.1_ASM1874156v1,Bacillus,mycoides,JAS23/1,5313017,508817,,,,,,,,,,,,,,,,,,,,,,5821834_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018741605.1_ASM1874160v1,Bacillus,mycoides,JAS391,5235951,405965,247123,109920,37394,10082,9900,7168,2741,,,,,,,,,,,,,,,6066244_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018741645.1_ASM1874164v1,Bacillus,mycoides,JAS481,5296574,334352,237265,124309,11818,9697,,,,,,,,,,,,,,,,,,6014015_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018742045.1_ASM1874204v1,Bacillus,mycoides,JAS12/5,5265397,205885,11239,9412,,,,,,,,,,,,,,,,,,,,5491933_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018742105.1_ASM1874210v1,Bacillus,mycoides,JAS85/1,5339421,481845,,,,,,,,,,,,,,,,,,,,,,5821266_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018742185.1_ASM1874218v1,Bacillus,mycoides,JAS06/1,5352400,487361,87986,10379,,,,,,,,,,,,,,,,,,,,5938126_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018742205.1_ASM1874220v1,Bacillus,mycoides,BPN29/1,5243016,400631,64781,9479,,,,,,,,,,,,,,,,,,,,5717907_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018742225.1_ASM1874222v1,Bacillus,mycoides,JAS635,5473381,192434,139054,97153,73715,70690,48338,34158,17731,11394,5939,,,,,,,,,,,,,6163987_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018742245.1_ASM1874224v1,Bacillus,mycoides,JAS823,5114971,162314,52218,10034,4647,,,,,,,,,,,,,,,,,,,5344184_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018742265.1_ASM1874226v1,Bacillus,mycoides,JAS85/1,5202602,482275,136324,5846,2647,2340,2185,1596,,,,,,,,,,,,,,,,5835815_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018742285.1_ASM1874228v1,Bacillus,mycoides,JAS94/5,5275222,347238,12231,7929,,,,,,,,,,,,,,,,,,,,5642620_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_018751995.1_ASM1875199v1,Bacillus,mycoides,JAS15/1,5291025,390912,208405,85331,11644,10471,9235,3952,,,,,,,,,,,,,,,,6010975_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_022532085.1_ASM2253208v1,Bacillus,mycoides,LX30,5462895,370292,114800,32860,11021,10719,,,,,,,,,,,,,,,,,,6002587_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_022630575.1_ASM2263057v1,Bacillus,mycoides,DSM_2048,5285600,213359,7058,,,,,,,,,,,,,,,,,,,,,5506017_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_000819665.1_ASM81966v1,Paenibacillus,polymyxa,Sb3-1,5597590,223537,8109,,,,,,,,,,,,,,,,,,,,,5829236_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_001719045.1_ASM171904v1,Paenibacillus,polymyxa,J,5756938,,,,,,,,,,,,,,,,,,,,,,,5756938_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_001874405.2_ASM187440v3,Paenibacillus,polymyxa,YC0136,5621728,,,,,,,,,,,,,,,,,,,,,,,5621728_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_001874425.3_ASM187442v3,Paenibacillus,polymyxa,YC0573,6126117,,,,,,,,,,,,,,,,,,,,,,,6126117_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_001922145.1_ASM192214v1,Paenibacillus,polymyxa,ATCC_15970,6091803,,,,,,,,,,,,,,,,,,,,,,,6091803_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_002893885.1_ASM289388v1,Paenibacillus,polymyxa,HY96-2,5745779,,,,,,,,,,,,,,,,,,,,,,,5745779_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_006274405.1_ASM627440v1,Paenibacillus,polymyxa,ZF129,5703931,79020,37602,,,,,,,,,,,,,,,,,,,,,5820553_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_007858415.1_ASM785841v1,Paenibacillus,polymyxa,ZF197,5507169,32065,,,,,,,,,,,,,,,,,,,,,,5539234_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_014854715.1_ASM1485471v1,Paenibacillus,polymyxa,CJX518,5690411,,,,,,,,,,,,,,,,,,,,,,,5690411_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_015710815.1_ASM1571081v1,Paenibacillus,polymyxa,2020,5916219,45521,,,,,,,,,,,,,,,,,,,,,,5961740_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_015710975.1_ASM1571097v1,Paenibacillus,polymyxa,DSM_36,5916392,45523,,,,,,,,,,,,,,,,,,,,,,5961915_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_020181695.1_ASM2018169v1,Paenibacillus,polymyxa,EB4_G3,5739603,,,,,,,,,,,,,,,,,,,,,,,5739603_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_022492955.1_ASM2249295v1,Paenibacillus,polymyxa,ZJ-9,5755887,,,,,,,,,,,,,,,,,,,,,,,5755887_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_022649565.1_ASM2264956v1,Paenibacillus,polymyxa,C12,5793823,,,,,,,,,,,,,,,,,,,,,,,5793823_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_023374295.1_ASM2337429v1,Paenibacillus,polymyxa,MEZ6,5769542,,,,,,,,,,,,,,,,,,,,,,,5769542_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_023586645.1_ASM2358664v1,Paenibacillus,polymyxa,R_3.13,5730787,12899,,,,,,,,,,,,,,,,,,,,,,5743686_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_023586685.1_ASM2358668v1,Paenibacillus,polymyxa,R_4.24,5760153,,,,,,,,,,,,,,,,,,,,,,,5760153_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_023586705.1_ASM2358670v1,Paenibacillus,polymyxa,R_5.31,5867087,9735,,,,,,,,,,,,,,,,,,,,,,5876822_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_023586725.1_ASM2358672v1,Paenibacillus,polymyxa,R_4.5,5713076,,,,,,,,,,,,,,,,,,,,,,,5713076_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_023586745.1_ASM2358674v1,Paenibacillus,polymyxa,O_1.27,5493315,265069,38806,,,,,,,,,,,,,,,,,,,,,5797190_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_023586765.1_ASM2358676v1,Paenibacillus,polymyxa,K_1.14,5747021,,,,,,,,,,,,,,,,,,,,,,,5747021_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_023586785.1_ASM2358678v1,Paenibacillus,polymyxa,R_6.14,5745819,,,,,,,,,,,,,,,,,,,,,,,5745819_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,GCF_023586805.1_ASM2358680v1,Paenibacillus,polymyxa,O_2.11,5495678,248380,,,,,,,,,,,,,,,,,,,,,,5744058_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000590455.1_ASM59045v1,Bacillus,pumilus,MTCC_B6033,3763493,,,,,,,,,,,,,,,,,,,,,,,3763493_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_001548215.1_ASM154821v1,Bacillus,pumilus,TUAT1,3723433,,,,,,,,,,,,,,,,,,,,,,,3723433_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_001578165.1_ASM157816v1,Bacillus,pumilus,SH-B11,3860091,,,,,,,,,,,,,,,,,,,,,,,3860091_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_001578205.1_ASM157820v1,Bacillus,pumilus,SH-B9,3787586,91229,,,,,,,,,,,,,,,,,,,,,,3878815_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_001704975.1_ASM170497v1,Bacillus,pumilus,PDSLzg-1,3698973,11801,,,,,,,,,,,,,,,,,,,,,,3710774_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_003431975.1_ASM343197v1,Bacillus,pumilus,145,3937399,,,,,,,,,,,,,,,,,,,,,,,3937399_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_003571425.1_ASM357142v1,Bacillus,pumilus,150a,3747740,,,,,,,,,,,,,,,,,,,,,,,3747740_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_004006455.1_ASM400645v1,Bacillus,pumilus,ZB201701,3640542,,,,,,,,,,,,,,,,,,,,,,,3640542_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_013423765.1_ASM1342376v1,Bacillus,pumilus,UAMX,3854893,,,,,,,,,,,,,,,,,,,,,,,3854893_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_014489355.1_ASM1448935v1,Bacillus,pumilus,ONU_554,3642544,95374,,,,,,,,,,,,,,,,,,,,,,3737918_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_020520205.1_ASM2052020v1,Bacillus,pumilus,AR03,3655835,,,,,,,,,,,,,,,,,,,,,,,3655835_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_020535425.1_ASM2053542v1,Bacillus,pumilus,BIM_B-171,3814325,7210,,,,,,,,,,,,,,,,,,,,,,3821535_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_024498355.1_ASM2449835v1,Bacillus,pumilus,NDY-10,3651603,85178,,,,,,,,,,,,,,,,,,,,,,3736781_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_900186955.1_49386_E02,Bacillus,pumilus,NCTC10337,3855667,,,,,,,,,,,,,,,,,,,,,,,3855667_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000772125.1_ASM77212v1,Bacillus,subtilis,ATCC_13952,3876276,,,,,,,,,,,,,,,,,,,,,,,3876276_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000772165.1_ASM77216v1,Bacillus,subtilis,ATCC_19217,3959897,,,,,,,,,,,,,,,,,,,,,,,3959897_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000772205.1_ASM77220v1,Bacillus,subtilis,Bs-916,3981674,,,,,,,,,,,,,,,,,,,,,,,3981674_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000782835.1_ASM78283v1,Bacillus,subtilis,SG6,4079669,,,,,,,,,,,,,,,,,,,,,,,4079669_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000789295.1_ASM78929v1,Bacillus,subtilis,PS832,4215367,,,,,,,,,,,,,,,,,,,,,,,4215367_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000952895.1_BS34ACh,Bacillus,subtilis,BS34A,4233615,,,,,,,,,,,,,,,,,,,,,,,4233615_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_000953615.1_BS49Ch,Bacillus,subtilis,BS49,4251652,,,,,,,,,,,,,,,,,,,,,,,4251652_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_001015095.1_ASM101509v1,Bacillus,subtilis,UD1022,4025326,,,,,,,,,,,,,,,,,,,,,,,4025326_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_001037985.1_ASM103798v1,Bacillus,subtilis,TO-A_JPC,4090708,,,,,,,,,,,,,,,,,,,,,,,4090708_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_001604995.1_ASM160499v1,Bacillus,subtilis,SZMC_6179J,4195195,,,,,,,,,,,,,,,,,,,,,,,4195195_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_001704095.1_ASM170409v1,Bacillus,subtilis,HJ0-6,4235115,,,,,,,,,,,,,,,,,,,,,,,4235115_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_001720505.1_ASM172050v1,Bacillus,subtilis,BS16045,4165121,,,,,,,,,,,,,,,,,,,,,,,4165121_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_001746575.1_ASM174657v1,Bacillus,subtilis,BS38,4010416,,,,,,,,,,,,,,,,,,,,,,,4010416_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_001747445.1_ASM174744v1,Bacillus,subtilis,HRBS-10TDI13,4186269,9149,,,,,,,,,,,,,,,,,,,,,,4195418_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_001808235.1_ASM180823v1,Bacillus,subtilis,VV2,4013819,,,,,,,,,,,,,,,,,,,,,,,4013819_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_001889385.1_ASM188938v1,Bacillus,subtilis,J-5,4117900,,,,,,,,,,,,,,,,,,,,,,,4117900_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_001889625.1_ASM188962v1,Bacillus,subtilis,MJ01,4108293,,,,,,,,,,,,,,,,,,,,,,,4108293_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_001890405.1_ASM189040v1,Bacillus,subtilis,KH2,4138265,74165,,,,,,,,,,,,,,,,,,,,,,4212430_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_001902555.1_ASM190255v1,Bacillus,subtilis,29R7-12,4121999,64604,17447,,,,,,,,,,,,,,,,,,,,,4204050_total
Bacteria,Terrabacteria group,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,GCF_002055965.1_ASM205596v1,Bacillus,subtilis,NCIB_3610,4215607,84215,,,,,,,,,,,,,,,,,,,,,,4299822_total
