,Superkingdom,Clade1,Clade2,Phylum,Class,Order,Family,No rank,Genome_Accession,Genus,Species,Strain,Chromosome,Replicon_1,Replicon_2,Replicon_3,Replicon_4,Replicon_5,Replicon_6,Replicon_7,Replicon_8,Replicon_9,Replicon_10,Replicon_11,Replicon_12,Replicon_13,Replicon_14,Replicon_15,Replicon_16,Replicon_17,Replicon_18,Replicon_19,Replicon_20,Replicon_21,Replicon_22,Total_length
240,Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella/Ochrobactrum group,GCF_009017375.1_ASM901737v1,Brucella,anthropi,T16R-87,2645955,2090924.0,,,,,,,,,,,,,,,,,,,,,,4736879_total
241,Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella/Ochrobactrum group,GCF_015326295.1_ASM1532629v1,Brucella,anthropi,PBO,2733385,2097628.0,27634.0,,,,,,,,,,,,,,,,,,,,,4858647_total
242,Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella/Ochrobactrum group,GCF_016128015.1_ASM1612801v1,Brucella,anthropi,FDAARGOS_1039,2887297,1953049.0,170351.0,101485.0,61780.0,,,,,,,,,,,,,,,,,,,5173962_total
243,Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella/Ochrobactrum group,GCF_021165815.1_ASM2116581v1,Brucella,anthropi,T210003,2865725,1984998.0,188867.0,21442.0,,,,,,,,,,,,,,,,,,,,5061032_total
2333,Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella/Ochrobactrum group,GCF_000691585.1_ASM69158v1,Brucella,canis,SVA13,2106955,1203360.0,,,,,,,,,,,,,,,,,,,,,,3310315_total
4193,Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella/Ochrobactrum group,GCF_000590815.1_ASM59081v1,Brucella,ceti,TE28753-12,2117507,1160038.0,,,,,,,,,,,,,,,,,,,,,,3277545_total
4015,Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella/Ochrobactrum group,GCF_900095155.1_BR141012304v1,Brucella,inopinata,141012304,2145953,1296428.0,,,,,,,,,,,,,,,,,,,,,,3442381_total
2706,Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella/Ochrobactrum group,GCF_014495725.1_ASM1449572v1,Brucella,intermedia,ZJ499,2682891,2064809.0,,,,,,,,,,,,,,,,,,,,,,4747700_total
2226,Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella/Ochrobactrum group,GCF_001307475.2_ASM130747v2,Brucella,melitensis,C-573,2125194,1185595.0,,,,,,,,,,,,,,,,,,,,,,3310789_total
3628,Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella/Ochrobactrum group,GCF_000022745.1_ASM2274v1,Brucella,microti,CCM_4915,2117050,1220319.0,,,,,,,,,,,,,,,,,,,,,,3337369_total
3276,Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella/Ochrobactrum group,GCF_000016845.1_ASM1684v1,Brucella,ovis,ATCC_25840,2111370,1164220.0,,,,,,,,,,,,,,,,,,,,,,3275590_total
2792,Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella/Ochrobactrum group,GCF_000740275.1_ASM74027v1,Brucella,pinnipedialis,6/566,2139033,1191996.0,,,,,,,,,,,,,,,,,,,,,,3331029_total
3569,Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella/Ochrobactrum group,GCF_000221005.1_ASM22100v1,Brucella,pinnipedialis,B2/94,2138342,1260926.0,,,,,,,,,,,,,,,,,,,,,,3399268_total
3631,Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella/Ochrobactrum group,GCF_002025625.1_ASM202562v1,Brucella,pituitosa,AA2,2385017,1716190.0,1034019.0,332144.0,,,,,,,,,,,,,,,,,,,,5467370_total
3238,Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella/Ochrobactrum group,GCF_001652485.1_ASM165248v1,Brucella,pseudogrignonensis,K8,3950556,1042249.0,,,,,,,,,,,,,,,,,,,,,,4992805_total
3239,Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella/Ochrobactrum group,GCF_022024335.1_ASM2202433v1,Brucella,pseudogrignonensis,ESL2,2377002,1794963.0,810791.0,,,,,,,,,,,,,,,,,,,,,4982756_total
3722,Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella/Ochrobactrum group,GCF_015832115.1_ASM1583211v1,Brucella,sp.,BO2,1691925,1598747.0,,,,,,,,,,,,,,,,,,,,,,3290672_total
3949,Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella/Ochrobactrum group,GCF_001971625.1_ASM197162v1,Brucella,sp.,09RB8471,2191354,1243395.0,,,,,,,,,,,,,,,,,,,,,,3434749_total
4447,Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella/Ochrobactrum group,GCF_001715385.1_ASM171538v1,Brucella,sp.,2002734562,2121345,1162140.0,,,,,,,,,,,,,,,,,,,,,,3283485_total
4870,Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella/Ochrobactrum group,GCF_014495905.1_ASM1449590v1,Brucella,sp.,6810,2261316,1176207.0,85387.0,,,,,,,,,,,,,,,,,,,,,3522910_total
4982,Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella/Ochrobactrum group,GCF_018798825.1_ASM1879882v1,Brucella,sp.,BTU1,2371342,1663974.0,1003303.0,840417.0,,,,,,,,,,,,,,,,,,,,5879036_total
2284,Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella/Ochrobactrum group,GCF_000740235.1_ASM74023v1,Brucella,suis,513UK,2131717,1187980.0,,,,,,,,,,,,,,,,,,,,,,3319697_total
2285,Bacteria,,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella/Ochrobactrum group,GCF_000740435.1_ASM74043v1,Brucella,suis,BSP,1902870,1410995.0,,,,,,,,,,,,,,,,,,,,,,3313865_total
4490,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_021899435.1_ASM2189943v1,Burkholderia,aenigmatica,CMCC(B)23010,3810362,3713971.0,1476313.0,448767.0,,,,,,,,,,,,,,,,,,,,9449413_total
2867,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_016127755.1_ASM1612775v1,Burkholderia,ambifaria,FDAARGOS_1027,3556545,2646970.0,1281477.0,38605.0,,,,,,,,,,,,,,,,,,,,7523597_total
2868,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_016458785.1_ASM1645878v1,Burkholderia,ambifaria,BJQ0010,3480598,2704441.0,28289.0,25260.0,24595.0,19679.0,19083.0,,,,,,,,,,,,,,,,,6301945_total
2869,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_020843905.1_ASM2084390v1,Burkholderia,ambifaria,B21-008,3458711,2790852.0,1172279.0,,,,,,,,,,,,,,,,,,,,,7421842_total
2915,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_016458805.1_ASM1645880v1,Burkholderia,anthina,BJQ0011,3464850,2991650.0,,,,,,,,,,,,,,,,,,,,,,6456500_total
2916,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_017514945.1_ASM1751494v1,Burkholderia,anthina,1CH1,3942398,3086006.0,1005275.0,271215.0,152479.0,,,,,,,,,,,,,,,,,,,8457373_total
3337,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_024381035.1_ASM2438103v1,Burkholderia,arboris,MEC_B345,3787783,3525317.0,1260712.0,,,,,,,,,,,,,,,,,,,,,8573812_total
2710,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000755725.1_ASM75572v1,Burkholderia,cenocepacia,DDS_22E-1,3668832,3209624.0,1166794.0,,,,,,,,,,,,,,,,,,,,,8045250_total
2711,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000764955.1_ASM76495v1,Burkholderia,cenocepacia,DWS_37E-2,3241886,2375865.0,994670.0,,,,,,,,,,,,,,,,,,,,,6612421_total
2712,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_001484665.1_ASM148466v1,Burkholderia,cenocepacia,ST32,3822749,3086109.0,989585.0,191945.0,,,,,,,,,,,,,,,,,,,,8090388_total
2713,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_001606115.1_ASM160611v1,Burkholderia,cenocepacia,842,3526250,3107451.0,1271875.0,244120.0,,,,,,,,,,,,,,,,,,,,8149696_total
2714,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_001606135.1_ASM160613v1,Burkholderia,cenocepacia,895,7459003,1072666.0,199812.0,,,,,,,,,,,,,,,,,,,,,8731481_total
2717,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_001999825.1_ASM199982v1,Burkholderia,cenocepacia,VC12802,6339862,1055047.0,,,,,,,,,,,,,,,,,,,,,,7394909_total
2719,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_002007585.1_ASM200758v1,Burkholderia,cenocepacia,CR318,3511146,3097552.0,1056196.0,,,,,,,,,,,,,,,,,,,,,7664894_total
2720,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_003076415.1_ASM307641v1,Burkholderia,cenocepacia,PC184_Mulks,3497405,2856344.0,713299.0,,,,,,,,,,,,,,,,,,,,,7067048_total
2721,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_003966315.1_ASM396631v1,Burkholderia,cenocepacia,YG-3,3645818,3039797.0,1350848.0,,,,,,,,,,,,,,,,,,,,,8036463_total
2722,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_014211915.1_ASM1421191v1,Burkholderia,cenocepacia,PS27,3507573,2857915.0,1082076.0,160144.0,,,,,,,,,,,,,,,,,,,,7607708_total
2723,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_014357995.1_ASM1435799v1,Burkholderia,cenocepacia,K56-2,3673077,3211025.0,765157.0,92661.0,,,,,,,,,,,,,,,,,,,,7741920_total
2958,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000009485.1_ASM948v1,Burkholderia,cenocepacia,J2315,3870082,3217062.0,875977.0,92661.0,,,,,,,,,,,,,,,,,,,,8055782_total
25,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000755805.1_ASM75580v1,Burkholderia,cepacia,DDS_7H-2,3760231,3206581.0,1180302.0,,,,,,,,,,,,,,,,,,,,,8147114_total
26,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_001718395.1_ASM171839v1,Burkholderia,cepacia,INT3-BP177,3728457,3608925.0,,,,,,,,,,,,,,,,,,,,,,7337382_total
27,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_001718835.1_ASM171883v1,Burkholderia,cepacia,MSMB1184WGS,3750729,3417004.0,835898.0,,,,,,,,,,,,,,,,,,,,,8003631_total
28,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_002209085.2_ASM220908v2,Burkholderia,cepacia,FDAARGOS_345,3779906,3397795.0,1187984.0,204169.0,,,,,,,,,,,,,,,,,,,,8569854_total
32,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_021484945.1_ASM2148494v1,Burkholderia,cepacia,CMCC(B)23005,3739938,3474201.0,1422512.0,,,,,,,,,,,,,,,,,,,,,8636651_total
34,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_023374475.1_ASM2337447v1,Burkholderia,cepacia,2017Y70952565VI,4997612,3501858.0,,,,,,,,,,,,,,,,,,,,,,8499470_total
37,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_904865725.1_MINF_4A,Burkholderia,cepacia,,3799937,3006131.0,1023737.0,114206.0,,,,,,,,,,,,,,,,,,,,7944011_total
3328,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_001029145.1_ASM102914v1,Burkholderia,contaminans,MS14,3522585,3358952.0,1627712.0,,,,,,,,,,,,,,,,,,,,,8509249_total
3329,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_003704285.1_ASM370428v1,Burkholderia,contaminans,FL-1-2-30-S1-D0,3617292,3182734.0,1370749.0,,,,,,,,,,,,,,,,,,,,,8170775_total
3330,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_007724625.1_ASM772462v1,Burkholderia,contaminans,ZCC,3904889,3249718.0,1536075.0,239952.0,71607.0,,,,,,,,,,,,,,,,,,,9002241_total
3331,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_009191525.1_ASM919152v1,Burkholderia,contaminans,SK875,3618903,3247714.0,1528467.0,200961.0,,,,,,,,,,,,,,,,,,,,8596045_total
3340,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_001718315.1_ASM171831v1,Burkholderia,diffusa,RF2-non-BP9,3333368,2619120.0,905345.0,,,,,,,,,,,,,,,,,,,,,6857833_total
2872,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_003813045.1_ASM381304v1,Burkholderia,dolosa,FDAARGOS_562,3406611,2168066.0,834424.0,,,,,,,,,,,,,,,,,,,,,6409101_total
2874,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_019930785.1_ASM1993078v1,Burkholderia,dolosa,FDAARGOS_1463,3410295,2168154.0,617193.0,,,,,,,,,,,,,,,,,,,,,6195642_total
2075,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000959725.1_ASM95972v1,Burkholderia,gladioli,ATCC_10248,4668573,3927513.0,213090.0,63573.0,26710.0,,,,,,,,,,,,,,,,,,,8899459_total
2076,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_003713105.1_ASM371310v1,Burkholderia,gladioli,Co14,4171651,4002946.0,145928.0,,,,,,,,,,,,,,,,,,,,,8320525_total
2077,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_014263355.1_ASM1426335v1,Burkholderia,gladioli,CGB10,4272194,3985347.0,165662.0,,,,,,,,,,,,,,,,,,,,,8423203_total
2078,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_016698705.1_ASM1669870v1,Burkholderia,gladioli,BBB-01,4180205,3913767.0,107512.0,,,,,,,,,,,,,,,,,,,,,8201484_total
2079,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_023658595.1_ASM2365859v1,Burkholderia,gladioli,BK04,4166767,3872622.0,,,,,,,,,,,,,,,,,,,,,,8039389_total
3844,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000194745.1_ASM19474v1,Burkholderia,gladioli,BSR3,4413616,3700833.0,403586.0,276215.0,129399.0,128650.0,,,,,,,,,,,,,,,,,,9052299_total
137,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_009578005.1_ASM957800v1,Burkholderia,glumae,GX,3712850,2750046.0,201571.0,105587.0,96100.0,,,,,,,,,,,,,,,,,,,6866154_total
138,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_009931375.1_ASM993137v1,Burkholderia,glumae,257sh-1,3537953,2763738.0,214469.0,175525.0,,,,,,,,,,,,,,,,,,,,6691685_total
139,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_012974245.1_ASM1297424v1,Burkholderia,glumae,HN1,3611155,2869204.0,185112.0,7606.0,7338.0,,,,,,,,,,,,,,,,,,,6680415_total
140,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_013122645.1_ASM1312264v1,Burkholderia,glumae,HN2,3532897,2745532.0,281656.0,,,,,,,,,,,,,,,,,,,,,6560085_total
146,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_024022955.1_ASM2402295v1,Burkholderia,glumae,GR20004,3746832,2864763.0,154173.0,136716.0,121702.0,,,,,,,,,,,,,,,,,,,7024186_total
3668,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000022645.2_ASM2264v1,Burkholderia,glumae,BGR1,3906507,2827333.0,141792.0,141067.0,134346.0,133591.0,,,,,,,,,,,,,,,,,,7284636_total
3966,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_009857095.1_ASM985709v1,Burkholderia,glumae,AU6208,3629551,2779201.0,122067.0,,,,,,,,,,,,,,,,,,,,,6530819_total
3248,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_016027455.1_ASM1602745v1,Burkholderia,humptydooensis,FDAARGOS_899,4068027,2913520.0,305114.0,,,,,,,,,,,,,,,,,,,,,7286661_total
3315,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000012945.1_ASM1294v1,Burkholderia,lata,383,3694126,3587082.0,1395069.0,,,,,,,,,,,,,,,,,,,,,8676277_total
3316,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_001718575.1_ASM171857v1,Burkholderia,lata,FL-7-5-30-S1-D0,3756401,3386917.0,1211521.0,,,,,,,,,,,,,,,,,,,,,8354839_total
3317,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_003711145.1_ASM371114v1,Burkholderia,lata,A05,3927314,3706323.0,1153372.0,,,,,,,,,,,,,,,,,,,,,8787009_total
3325,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_001718795.1_ASM171879v1,Burkholderia,latens,AU17928,3331737,2339576.0,897684.0,45481.0,,,,,,,,,,,,,,,,,,,,6614478_total
3326,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_017815595.1_ASM1781559v1,Burkholderia,latens,AU0505,3230902,2400076.0,59003.0,,,,,,,,,,,,,,,,,,,,,5689981_total
2040,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000755785.1_ASM75578v1,Burkholderia,mallei,FMH_23344,3510187,2325354.0,,,,,,,,,,,,,,,,,,,,,,5835541_total
2041,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000755845.1_ASM75584v1,Burkholderia,mallei,6,3501048,2146721.0,,,,,,,,,,,,,,,,,,,,,,5647769_total
2048,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000959485.1_ASM95948v1,Burkholderia,mallei,2002734306,3550623,1858539.0,,,,,,,,,,,,,,,,,,,,,,5409162_total
2061,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_002346185.1_ASM234618v1,Burkholderia,mallei,Turkey9,3045954,2728358.0,,,,,,,,,,,,,,,,,,,,,,5774312_total
3131,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000015465.1_ASM1546v1,Burkholderia,mallei,SAVP1,3497479,1734922.0,,,,,,,,,,,,,,,,,,,,,,5232401_total
4170,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_001522635.2_ASM152263v2,Burkholderia,mayonis,BDU8,4439942,2917588.0,,,,,,,,,,,,,,,,,,,,,,7357530_total
4171,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_001523745.2_ASM152374v2,Burkholderia,mayonis,BDU6,3838800,2752114.0,,,,,,,,,,,,,,,,,,,,,,6590914_total
3336,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_001718555.1_ASM171855v1,Burkholderia,metallica,FL-6-5-30-S1-D7,3556612,2967116.0,900512.0,,,,,,,,,,,,,,,,,,,,,7424240_total
2641,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000756005.1_ASM75600v1,Burkholderia,multivorans,DDS_15A-1,3603686,2541526.0,1136655.0,,,,,,,,,,,,,,,,,,,,,7281867_total
2642,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_001718755.1_ASM171875v1,Burkholderia,multivorans,AU1185,3525707,2533520.0,561709.0,,,,,,,,,,,,,,,,,,,,,6620936_total
2643,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_001718995.1_ASM171899v1,Burkholderia,multivorans,MSMB1640WGS,3451669,2493865.0,899828.0,,,,,,,,,,,,,,,,,,,,,6845362_total
2644,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_003019965.1_ASM301996v1,Burkholderia,multivorans,FDAARGOS_246,3428385,2344186.0,550288.0,,,,,,,,,,,,,,,,,,,,,6322859_total
2645,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_003812365.1_ASM381236v1,Burkholderia,multivorans,FDAARGOS_547,3356899,2331436.0,705748.0,,,,,,,,,,,,,,,,,,,,,6394083_total
2646,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_003812585.1_ASM381258v1,Burkholderia,multivorans,FDAARGOS_548,3239301,2383823.0,1030740.0,,,,,,,,,,,,,,,,,,,,,6653864_total
2650,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_009730175.1_ASM973017v1,Burkholderia,multivorans,FDAARGOS_726,3350628,2418100.0,749962.0,,,,,,,,,,,,,,,,,,,,,6518690_total
2651,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_009730195.1_ASM973019v1,Burkholderia,multivorans,FDAARGOS_722,3432204,2365727.0,792513.0,,,,,,,,,,,,,,,,,,,,,6590444_total
2673,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_023374575.1_ASM2337457v1,Burkholderia,multivorans,2015Y70629342III,3569564,2432265.0,617476.0,,,,,,,,,,,,,,,,,,,,,6619305_total
2677,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_023374655.1_ASM2337465v1,Burkholderia,multivorans,2014Y70439247,3378067,2437988.0,423099.0,,,,,,,,,,,,,,,,,,,,,6239154_total
2685,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_023374895.1_ASM2337489v1,Burkholderia,multivorans,2007Ycf875II,3372199,2885946.0,,,,,,,,,,,,,,,,,,,,,,6258145_total
3158,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000755985.1_ASM75598v1,Burkholderia,oklahomensis,EO147,4192008,3121665.0,,,,,,,,,,,,,,,,,,,,,,7313673_total
2366,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000835205.1_ASM83520v1,Burkholderia,plantarii,PG1,4163767,3732771.0,,,,,,,,,,,,,,,,,,,,,,7896538_total
2367,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_001411805.1_ASM141180v1,Burkholderia,plantarii,ATCC_43733,4140040,3743649.0,197362.0,,,,,,,,,,,,,,,,,,,,,8081051_total
2124,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000755765.1_ASM75576v1,Burkholderia,pseudomallei,BDP,4056147,3386014.0,,,,,,,,,,,,,,,,,,,,,,7442161_total
2125,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000755825.1_ASM75582v1,Burkholderia,pseudomallei,BSR,4058409,3214293.0,,,,,,,,,,,,,,,,,,,,,,7272702_total
2131,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_000770565.1_ASM77056v1,Burkholderia,pseudomallei,TSV202,4228716,3267160.0,271168.0,47098.0,,,,,,,,,,,,,,,,,,,,7814142_total
2156,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_002111125.1_ASM211112v1,Burkholderia,pseudomallei,2008724860,4032598,3212183.0,297875.0,,,,,,,,,,,,,,,,,,,,,7542656_total
2198,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_017378155.1_ASM1737815v1,Burkholderia,pseudomallei,VBM21822,4046673,3330822.0,1457.0,,,,,,,,,,,,,,,,,,,,,7378952_total
2200,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_017378235.1_ASM1737823v1,Burkholderia,pseudomallei,VBM23831,3924767,3222599.0,221857.0,,,,,,,,,,,,,,,,,,,,,7369223_total
2205,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_018228345.1_ASM1822834v1,Burkholderia,pseudomallei,WC19,3947811,3144211.0,12406.0,,,,,,,,,,,,,,,,,,,,,7104428_total
2212,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_018771365.1_ASM1877136v1,Burkholderia,pseudomallei,VBP21822,4046877,3250235.0,62793.0,17117.0,,,,,,,,,,,,,,,,,,,,7377022_total
4002,Bacteria,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,GCF_001718415.1_ASM171841v1,Burkholderia,pseudomultivorans,SUB-INT23-BP2,4849929,2995708.0,111152.0,,,,,,,,,,,,,,,,,,,,,7956789_total
